generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name,api_key_disabled
gen-1786776322-GG5CB9GjefacpTY0UnOC,2026-08-15 06:45:22.809,0.000028,,,,0,132,117,108,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9029,1096,MSCodeBase 1-L live arm,test567,false
gen-1786776310-HBsnr2nZbqgHrtUWEGoa,2026-08-15 06:45:10.909,0.00004,,,,0,136,191,181,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,11335,1400,MSCodeBase 1-L live arm,test567,false
gen-1786776302-Dl22bKn4Pe6EIZyVp4hS,2026-08-15 06:45:02.136,0.000028,,,,0,133,117,107,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,7752,1220,MSCodeBase 1-L live arm,test567,false
gen-1786776279-3PAM9o4oIVvEKzSzvnz2,2026-08-15 06:44:39.447,0.000051,,,,0,135,257,249,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21737,668,MSCodeBase 1-L live arm,test567,false
gen-1786776255-YtWrwR1Hh0ph4V9RcHN8,2026-08-15 06:44:15.089,0.00003,,,,0,133,132,129,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,23383,1149,MSCodeBase 1-L live arm,test567,false
gen-1786776246-6WZF1qoyeSDeD2YUoZUP,2026-08-15 06:44:06.484,0.000036,,,,0,131,167,164,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,8044,1109,MSCodeBase 1-L live arm,test567,false
gen-1786776226-ifWAwE2yWufZ3Z05IeIe,2026-08-15 06:43:46.285,0.000038,,,,0,133,175,166,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,19677,1619,MSCodeBase 1-L live arm,test567,false
gen-1786776176-kriBzCsW4L1hRGRTRUJi,2026-08-15 06:42:56.003,0.000041,,,,0,135,192,177,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,49763,2647,MSCodeBase 1-L live arm,test567,false
gen-1786776158-XBCaSe9yoB6txsoDHD5I,2026-08-15 06:42:38.952,0.000069,,,,0,132,363,353,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,16497,1261,MSCodeBase 1-L live arm,test567,false
gen-1786776135-0kTsfl2Z68wYkJb0uoiz,2026-08-15 06:42:15.956,0.000077,,,,0,133,414,406,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,22414,541,MSCodeBase 1-L live arm,test567,false
gen-1786776123-kgT5YRP48hIrfT85NTns,2026-08-15 06:42:03.040,0.000042,,,,0,129,206,202,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,12401,1400,MSCodeBase 1-L live arm,test567,false
gen-1786776113-mcXzmyZ9U293Arglt9ua,2026-08-15 06:41:53.930,0.000029,,,,0,133,121,112,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,8593,894,MSCodeBase 1-L live arm,test567,false
gen-1786776093-yhcm8OIJ2ZKJj3a7bEZg,2026-08-15 06:41:33.280,0.000045,,,,0,128,220,213,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,20111,701,MSCodeBase 1-L live arm,test567,false
gen-1786776069-P6JK3ZK8GemFwBnKjF0Y,2026-08-15 06:41:09.504,0.000049,,,,0,131,245,237,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,23267,1134,MSCodeBase 1-L live arm,test567,false
gen-1786776053-Vq5RsTfUFtmFq3xJu3IA,2026-08-15 06:40:53.660,0.000051,,,,0,128,260,251,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,15336,1775,MSCodeBase 1-L live arm,test567,false
gen-1786776017-6yPmy6c5ShI8TA4UDnJq,2026-08-15 06:40:17.915,0.000096,,,,0,130,530,518,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,35181,1092,MSCodeBase 1-L live arm,test567,false
gen-1786775986-zTBvYOrKfk46IV0joyzy,2026-08-15 06:39:46.913,0.000072,,,,0,130,381,368,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,30683,600,MSCodeBase 1-L live arm,test567,false
gen-1786775946-VQUzlnDJh7MmiWNrUOoa,2026-08-15 06:39:06.533,0.000063,,,,0,131,327,314,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,39825,888,MSCodeBase 1-L live arm,test567,false
gen-1786775924-A7OrMRIsjQnl2raxbGgj,2026-08-15 06:38:44.786,0.000052,,,,0,134,260,245,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21048,1324,MSCodeBase 1-L live arm,test567,false
gen-1786775836-aSWmqB4LMjDKZY8CyTri,2026-08-15 06:37:16.307,0.00007,,,,0,137,367,353,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,87955,1761,MSCodeBase 1-L live arm,test567,false
gen-1786775816-cmiDPeYQuu5wPueZdoXW,2026-08-15 06:36:56.424,0.000062,,,,0,132,352,343,0,deepseek/deepseek-v4-flash-20260423,StreamLake,standard,false,true,,stop,stop,9225,771,MSCodeBase 1-L live arm,test567,false
gen-1786775795-OXgXM0LyM1qGaEd4qg7B,2026-08-15 06:36:35.730,0.000064,,,,0,131,337,332,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,20149,660,MSCodeBase 1-L live arm,test567,false
gen-1786775761-2ePfdAazBF1hcGo8BLAQ,2026-08-15 06:36:01.970,0.000029,,,,0,132,124,115,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,33234,1604,MSCodeBase 1-L live arm,test567,false
gen-1786775716-cIkbVLhKnxAWt37YvdXo,2026-08-15 06:35:16.783,0.00004,,,,0,140,186,172,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,44651,2081,MSCodeBase 1-L live arm,test567,false
gen-1786775704-plT1LLQBINC44ohxR25G,2026-08-15 06:35:04.334,0.000031,,,,0,136,132,116,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,11962,855,MSCodeBase 1-L live arm,test567,false
gen-1786775682-p1G1E5f3LsVIpqr2MHcw,2026-08-15 06:34:42.050,0.000058,,,,0,136,295,280,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21946,1099,MSCodeBase 1-L live arm,test567,false
gen-1786775669-0wjKTsHSE5RBX3nuU3RH,2026-08-15 06:34:29.077,0.000046,,,,0,145,223,212,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,12436,602,MSCodeBase 1-L live arm,test567,false
gen-1786775635-z2qzOie5lJk56sGLQqF4,2026-08-15 06:33:55.375,0.000072,,,,0,138,378,369,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,33177,1145,MSCodeBase 1-L live arm,test567,false
gen-1786775605-0U2iaFkgED2b2cS3gO5z,2026-08-15 06:33:25.496,0.000065,,,,0,140,337,336,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,29333,617,MSCodeBase 1-L live arm,test567,false
gen-1786775580-7uFDIT69brTwe0hWRe3X,2026-08-15 06:33:00.683,0.000066,,,,0,142,344,336,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,24254,1990,MSCodeBase 1-L live arm,test567,false
gen-1786775564-qNqBMi0W9SYzKT4pKlos,2026-08-15 06:32:44.153,0.000052,,,,0,137,261,254,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,16013,622,MSCodeBase 1-L live arm,test567,false
gen-1786775549-g5wOcg7QsHHCg9TicL54,2026-08-15 06:32:29.902,0.000032,,,,0,140,139,131,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,13746,705,MSCodeBase 1-L live arm,test567,false
gen-1786775545-UMILkuL4nNQykHI1YgUv,2026-08-15 06:32:25.090,0.000016,,,,0,89,66,59,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,4484,1419,MSCodeBase 1-L live arm,test567,false
gen-1786775537-1OCCh10eGgy7nZZlwUMS,2026-08-15 06:32:17.384,0.000024,,,,0,95,110,99,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,7192,723,MSCodeBase 1-L live arm,test567,false
gen-1786775521-IJmS4oZI9fAYoT7N9a9k,2026-08-15 06:32:01.367,0.000027,,,,0,96,124,117,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,15321,1462,MSCodeBase 1-L live arm,test567,false
gen-1786775453-QoBzBOg0SF49KVLb9tct,2026-08-15 06:30:53.450,0.000054,,,,0,95,289,279,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,67407,841,MSCodeBase 1-L live arm,test567,false
gen-1786775427-WP1LigYevgt6acaBchYb,2026-08-15 06:30:27.165,0.000025,,,,0,94,118,107,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,25731,1789,MSCodeBase 1-L live arm,test567,false
gen-1786775378-1DcBWGioRTmV1IJ6Lxcy,2026-08-15 06:29:38.969,0.000089,,,,0,93,498,492,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,47367,812,MSCodeBase 1-L live arm,test567,false
gen-1786775356-5dNwTg3PHP9S5jyA49Wa,2026-08-15 06:29:16.563,0.000058,,,,0,96,310,298,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21886,1465,MSCodeBase 1-L live arm,test567,false
gen-1786775327-dgXUSOqPy4cp5Ese6XPG,2026-08-15 06:28:47.511,0.000036,,,,0,90,183,178,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,28548,2255,MSCodeBase 1-L live arm,test567,false
gen-1786775320-5HJblhlmLlzEgZyJtReK,2026-08-15 06:28:40.494,0.000015,,,,0,95,56,47,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,6520,1482,MSCodeBase 1-L live arm,test567,false
gen-1786775290-z1uPK1Q7Ws9eIiQp42wf,2026-08-15 06:28:10.062,0.000022,,,,0,92,100,90,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,29915,3582,MSCodeBase 1-L live arm,test567,false
gen-1786775279-zSjc2FPFWqLAxWQyC6Tu,2026-08-15 06:27:59.608,0.000024,,,,0,93,107,95,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9772,1178,MSCodeBase 1-L live arm,test567,false
gen-1786775214-brrDNxWEb35enQnBacY0,2026-08-15 06:26:54.586,0.000057,,,,0,93,306,301,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,64513,1761,MSCodeBase 1-L live arm,test567,false
gen-1786775205-sKOvK3JTncrxUAT57nYq,2026-08-15 06:26:45.666,0.000027,,,,0,93,130,124,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,8365,755,MSCodeBase 1-L live arm,test567,false
gen-1786775190-WrTcrxom7OHcymn7VUph,2026-08-15 06:26:30.646,0.000033,,,,0,94,163,156,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,14476,1326,MSCodeBase 1-L live arm,test567,false
gen-1786775168-fjaLuCUu7klXbktAlqMR,2026-08-15 06:26:08.421,0.000023,,,,0,96,104,97,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21712,738,MSCodeBase 1-L live arm,test567,false
gen-1786775153-co2UWkPEhbI8JpXXIPYM,2026-08-15 06:25:53.609,0.000045,,,,0,92,239,235,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,14288,1644,MSCodeBase 1-L live arm,test567,false
gen-1786775146-JdZo8Iz8iNLESUpytqd2,2026-08-15 06:25:46.027,0.000022,,,,0,94,98,91,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,7090,558,MSCodeBase 1-L live arm,test567,false
gen-1786775135-RolJPiU1iGxwIBkrEezD,2026-08-15 06:25:35.757,0.000026,,,,0,95,119,108,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9739,1499,MSCodeBase 1-L live arm,test567,false
gen-1786775125-Yiyoy3pBkUN9oHa6egxz,2026-08-15 06:25:25.833,0.000025,,,,0,91,117,104,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9371,1074,MSCodeBase 1-L live arm,test567,false
gen-1786775118-IX36CLbpcqIaiVh1pLCj,2026-08-15 06:25:18.796,0.000016,,,,0,92,63,55,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,6465,966,MSCodeBase 1-L live arm,test567,false
gen-1786775093-vCspln3TK8SJoVqK3X6f,2026-08-15 06:24:53.601,0.000049,,,,0,93,263,256,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,24672,820,MSCodeBase 1-L live arm,test567,false
gen-1786775079-cyDn33cd3hSIdQUisV6v,2026-08-15 06:24:39.568,0.000035,,,,0,96,172,165,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,13461,689,MSCodeBase 1-L live arm,test567,false
gen-1786775066-omz5FnDiIMESWoKwAkfD,2026-08-15 06:24:26.527,0.000026,,,,0,94,121,112,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,12559,537,MSCodeBase 1-L live arm,test567,false
gen-1786775053-fEDMC1RyGCC67ZiLdX6i,2026-08-15 06:24:13.922,0.000024,,,,0,95,110,102,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,12072,1433,MSCodeBase 1-L live arm,test567,false
gen-1786775043-N0hCwT7WyHhQogzSVJPX,2026-08-15 06:24:03.973,0.000028,,,,0,93,135,129,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9410,1731,MSCodeBase 1-L live arm,test567,false
gen-1786775033-LQl0xyYkR5kgxyU4Ne9x,2026-08-15 06:23:53.073,0.000023,,,,0,94,102,95,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,10372,1538,MSCodeBase 1-L live arm,test567,false
gen-1786775021-0EuGoMd4VkzZbfJV9Qnb,2026-08-15 06:23:41.681,0.000022,,,,0,94,100,89,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,10865,630,MSCodeBase 1-L live arm,test567,false
gen-1786775000-uqgzeLpOVdZt7DZfgWrC,2026-08-15 06:23:20.734,0.00002,,,,0,95,84,72,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,20423,2379,MSCodeBase 1-L live arm,test567,false
gen-1786774991-ch53HmX3TNIeqmvsInXy,2026-08-15 06:23:11.870,0.000025,,,,0,93,116,108,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,8353,500,MSCodeBase 1-L live arm,test567,false
gen-1786774970-CHW3zaIiqXlKibee0jUp,2026-08-15 06:22:50.996,0.000042,,,,0,95,220,214,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,20358,760,MSCodeBase 1-L live arm,test567,false
gen-1786774957-7s8X8ahLrKKIXc6e0UMa,2026-08-15 06:22:37.225,0.000024,,,,0,91,112,103,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,13254,1125,MSCodeBase 1-L live arm,test567,false
gen-1786774945-5jYJePPTJlyRvXPezZXA,2026-08-15 06:22:25.894,0.000025,,,,0,95,114,105,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,10843,693,MSCodeBase 1-L live arm,test567,false
gen-1786774914-LSlMywK2mz2jlmhS597R,2026-08-15 06:21:54.858,0.000043,,,,0,91,224,222,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,30500,1118,MSCodeBase 1-L live arm,test567,false
gen-1786774884-bXv2hMDOWfUteYjCFwY8,2026-08-15 06:21:24.469,0.000026,,,,0,93,121,113,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,29880,2071,MSCodeBase 1-L live arm,test567,false
gen-1786774871-L2mbj4etqPtrtgb0V7vU,2026-08-15 06:21:11.977,0.000037,,,,0,90,190,176,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,11985,1252,MSCodeBase 1-L live arm,test567,false
gen-1786774855-kgcHgmhwyDWpSr0KWbHT,2026-08-15 06:20:55.001,0.000042,,,,0,92,217,206,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,16237,664,MSCodeBase 1-L live arm,test567,false
gen-1786774791-oVRLogD2xDQ6OvDI7qpx,2026-08-15 06:19:51.987,0.000061,,,,0,92,334,322,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,62541,2006,MSCodeBase 1-L live arm,test567,false
gen-1786774761-Uxg0RseXXYQCMb7M6hjT,2026-08-15 06:19:21.493,0.000049,,,,0,96,256,242,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,29986,649,MSCodeBase 1-L live arm,test567,false
gen-1786774739-nSAuaSnYpc08Fk8EclVp,2026-08-15 06:18:59.054,0.000035,,,,0,97,176,166,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,21918,1338,MSCodeBase 1-L live arm,test567,false
gen-1786774719-8FOrs8TtzUXMV04sjppv,2026-08-15 06:18:39.571,0.000021,,,,0,93,94,87,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,19013,1978,MSCodeBase 1-L live arm,test567,false
gen-1786774699-za5HfqFH46A4XHTDG3he,2026-08-15 06:18:19.360,0.000045,,,,0,93,234,223,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,19707,1162,MSCodeBase 1-L live arm,test567,false
gen-1786774666-dFXQo3nX6ixcg0J5Donm,2026-08-15 06:17:46.023,0.000054,,,,0,93,292,287,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,33004,1523,MSCodeBase 1-L live arm,test567,false
gen-1786774657-gwOY5sJwXA44UOc1qFh1,2026-08-15 06:17:37.970,0.000021,,,,0,95,92,83,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,7552,769,MSCodeBase 1-L live arm,test567,false
gen-1786774641-LXmu0jPswR22c8NW721q,2026-08-15 06:17:21.821,0.000031,,,,0,96,149,141,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,15639,1009,MSCodeBase 1-L live arm,test567,false
gen-1786774593-LqTB0B9N2mpOr8cx7xjK,2026-08-15 06:16:33.716,0.000035,,,,0,93,177,169,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,47548,2346,MSCodeBase 1-L live arm,test567,false
gen-1786774573-m2AFKcpLVrMQgexmTDE8,2026-08-15 06:16:13.354,0.000045,,,,0,98,233,223,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,19855,1578,MSCodeBase 1-L live arm,test567,false
gen-1786774561-Z7jtztIcDjmyO4P4nrQq,2026-08-15 06:16:01.015,0.000028,,,,0,92,133,123,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,11626,834,MSCodeBase 1-L live arm,test567,false
gen-1786774491-5eUI7ThMipK4yxzWEEnp,2026-08-15 06:14:51.025,0.000053,,,,0,95,283,277,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,69461,2379,MSCodeBase 1-L live arm,test567,false
gen-1786774479-iCOY2wCr7HeivN4LtKzB,2026-08-15 06:14:39.204,0.000023,,,,0,95,100,91,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,11313,1404,MSCodeBase 1-L live arm,test567,false
gen-1786774469-mUaX5YyNwcA0WPmWyk6a,2026-08-15 06:14:29.001,0.000034,,,,0,92,169,164,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,9670,977,MSCodeBase 1-L live arm,test567,false
gen-1786774460-W0YYOtDyA6EyFGo35Urc,2026-08-15 06:14:20.786,0.000022,,,,0,96,96,90,0,deepseek/deepseek-v4-flash-20260423,DigitalOcean,standard,false,true,,stop,stop,7719,1870,MSCodeBase 1-L live arm,test567,false
gen-1786774439-voOFlbc3BdtctM1S45gW,2026-08-15 06:13:59.413,0.000261,,,,0,126,641,658,0,z-ai/glm-4.7-flash-20260119,Cloudflare,standard,false,true,,stop,stop,21033,128,MSCodeBase 1-L live arm,test567,false
gen-1786774417-ulrILSBLQegAPoGBxRRz,2026-08-15 06:13:37.559,0.000601,,,,0,132,1500,1562,0,z-ai/glm-4.7-flash-20260119,Cloudflare,standard,false,true,,length,length,20986,159,MSCodeBase 1-L live arm,test567,false
gen-1786774397-ECAs0NTEEvXJGPNWdYSB,2026-08-15 06:13:17.812,0.000601,,,,0,132,1500,1597,0,z-ai/glm-4.7-flash-20260119,Cloudflare,standard,false,true,,length,length,18822,144,MSCodeBase 1-L live arm,test567,false
